text,label
I want to port 3 numbers and get $600 in gift cards,Sales
Can I get the 2 Gig plan with free WiFi 7 router,Sales
Do you offer internet for my church with guest WiFi,Sales
I want to add YouTube TV through you for $10 off,Sales
Can I get a second data-only SIM for my tablet,Sales
Do you have a senior plan with free modem rental,Sales
I want to sign up but need to keep my current email,Sales
Can I get the $30 internet if I already have your mobile,Sales
Do you offer static IP for residential in 85001,Sales
I want to buy 4 WiFi extenders at signup,Sales
Can I get the new customer rate if I left 8 months ago,Sales
Do you have a plan with Max included,Sales
I want to add home phone with unlimited Canada calls,Sales
Can I get the $0 phone deal with trade-in and new line,Sales
Your fiber is $20 more than Google Fiber. Match it or I’m gone,Retention
I’ve had 6 tech visits in 2 months. Credit my bill or cancel,Retention
Your price guarantee was a lie. Rates went up twice,Retention
I’m moving to where you have service but AT&T is cheaper,Retention
Give me the $30 internet plan or I’m switching to T-Mobile,Retention
Your loyalty means nothing if you can’t fix outages,Retention
Cancel my account. I’m done with the runaround,Retention
I was promised $100 for the downtime. Where is it,Retention
Your competitor installed today. Turn mine off,Retention
Last chance: $60 flat for 1 Gig or I leave,Retention
Take the equipment fees off or I’m returning everything,Retention
I don’t want retention. I want disconnection,Retention
Your 'valued customer' discount is $2. Insulting,Retention
I’m paying for 1 Gig and getting 200. Fix price or I’m out,Retention
Give me the win-back deal now or I don’t come back later,Retention
I want to cancel my pending disconnect order. I changed my mind,Order Management
Change my phone color from white to black before it ships,Order Management
I received the wrong model gateway. I need the XB8 not XB7,Order Management
Add a UPS battery backup to my fiber install Tuesday,Order Management
Can you expedite my replacement remote. TV is unusable,Order Management
My order says 'On Hold'. Why and how do I release it,Order Management
I need to reschedule my burial crew. Flag is still in yard,Order Management
Cancel the additional TV box. Keep the rest of the order,Order Management
The agent added a landline I didn’t want. Remove from order,Order Management
Can you confirm my install window is 8am-12pm not all day,Order Management
My bill shows 'Advance Pay' credit but I didn’t pay ahead,Billing
Can you remove the $50 'Re-registration Fee'. I never left,Billing
I’m getting charged for 'Premium Tech Support' monthly,Billing
Why is there a 'City Tax' and 'City Franchise Tax',Billing
My bill has a $25 'Order Cancel Fee' for order I never placed,Billing
Can you apply my $75 loyalty credit to the equipment line,Billing
I’m getting a $10 'Paper Bill' fee and I’m on ebill,Billing
Please delete the $199 'Special Construction' charge. Line exists,Billing
My bill says I have 6 lines. I only have 2,Billing
Can you waive the $15 'Payment Arrangement Setup Fee',Billing
I need my bill with federal tax ID for my church,Billing
Why did my 'Bundle Savings' drop when I added a service,Billing
My bill has a $0.50 'Regulatory Recovery' on every service,Billing
Can you refund the $30 'Priority Shipping' that took 8 days,Billing
I’m getting charged for 'Home Phone' with no jack in house,Billing
Please remove the $45 'Service Visit' when it was your error,Billing
My bill shows a $300 deposit but I have 800 credit score,Billing
Can you stop the 'Equipment Upgrade Program' charge,Billing
I want to pay my bill via crypto. Do you take Bitcoin,Billing
Why is there a $12 'Broadcast TV Fee' and 'Regional Sports Fee',Billing
My bill has a $5 'Internet Cost Adjustment' monthly,Billing
Can you reissue bill without my SSN on it,Billing
I’m getting charged $20 for 'WiFi AirTies' I returned,Billing
Please delete the $60 'Early Termination' from old account,Billing
My bill says 'Price includes $25 discount' but total same as last month,Billing
Can you apply my $250 gift card to past due before current,Billing
I need a bill with itemized calls for my lawyer,Billing
Why did my 'Taxes and Surcharges' jump $9,Billing
My bill has a $100 'Reconnection' but I was never disconnected,Billing
Can you stop the $8 'Inside Wire Plan' I cancelled twice,Billing
My bill has a $15 'Service Restoration Fee' but I paid 2 days early,Billing
Can you remove the $30 'Field Tech Visit' when problem was at the pole,Billing
I’m getting billed for 'Cloud DVR 200 Hours' on 2 boxes separately,Billing
Why is there a $7 'Federal Cost Recovery Fee' and 'FUSF' too,Billing
My bill shows a $0 balance but your IVR says $89 due,Billing
Please delete the $45 'Upgrade Support Fee'. I upgraded online,Billing
"I need my bill with EIN and business name, not personal",Billing
Why did my 'Price Lock Guarantee' increase $10 this cycle,Billing
My bill has a $25 'Administrative Fee' and 'Admin Cost Recovery',Billing
Can you apply my $100 bill credit to equipment lease first,Billing
I’m getting charged $12 for 'Premium WiFi' I don’t use,Billing
Please reverse the $60 'Non-Pay Disconnect' fee. Bank error,Billing
My bill says I have 'Fiber 5000' but I ordered 'Fiber 1000',Billing
Can you stop the $9 'Paperless Billing Incentive' reversal,Billing
I’m getting a $3 'Paymentus Fee' for using my bank account,Billing
Why is there a $50 'Account Reactivation' when I was just suspended,Billing
My bill has a $0 charge for 'Service' but $120 total,Billing
Can you waive the $25 'Change of Ownership Fee'. It’s a divorce,Billing
I need a letter that my account has no balance for escrow,Billing
Why did my 'Bundled Rate' increase when I removed nothing,Billing
My bill shows $200 'Security Deposit' but I’m autopay 5 years,Billing
Can you remove the $18 'Voice Service Charge' from internet bill,Billing
I’m getting charged for 'Equipment Protection' on BYOD phone,Billing
Please delete the $40 'Service Adjustment' debit,Billing
My bill has a $5 'Digital Adapter Fee' for a TV I don’t have,Billing
Can you reprint my bill? It’s missing page 2 with details,Billing
I’m getting a $22 'Broadcast TV Surcharge' increase notice,Billing
Why is there a $10 'Network Investment Fee' monthly now,Billing
My bill says 'Includes $50 Promo' but I’m paying full price,Billing
Can you stop the $15 'Monthly Device Payment' on a paid-off phone,Billing
I need my bill with service address not billing address,Billing
Why did my 'Taxes' go up when my state didn’t raise rates,Billing
My bill has a $75 'Construction Fee' but drop was already here,Billing
Can you apply my $500 gift card across next 5 bills,Billing
I’m getting charged $8 for 'WiFi Management' I declined,Billing
Please remove the $30 'Late Payment' when postmark was on time,Billing
My bill shows a credit but won’t apply to my new order,Billing
Can you delete the $99 'Whole Home Install' for self-install,Billing
I’m getting a $4 'Regulatory Video Fee' on internet only,Billing
Why is there a $20 'Service Transfer' within same apartment complex,Billing
My bill has a $0 'Phone Line' but $15 in phone fees,Billing
Can you waive the $10 'Account Change Fee' for name correction,Billing
I need a final bill with zero balance to close probate,Billing
Why did my 'Autopay Discount' fall off and not come back,Billing
My bill shows $300 'Unreturned Equipment' for gateway I use daily,Billing
Can you stop the $12 'Enhanced Support' I never requested,Billing
I’m getting charged for 'Premium Channels' during free preview,Billing
Please remove the $55 'Failed Install Fee'. Tech never arrived,Billing
My bill has a $6 'Franchise Authority Fee' and 'Franchise Fee',Billing
Can you confirm my payment arrangement stops late fees,Billing
Internet works but my Ring cameras all went offline at once,Repair
Getting 'RDK-03087' Reference Code on all boxes since 3am,Repair
My landline has no dial tone but internet is perfect,Repair
Cable box shows 'One Moment Please' then black screen,Repair
Internet speed is 900 Mbps but Zoom freezes every 10 seconds,Repair
Tech said my drop is damaged. When is the bucket truck coming,Repair
Getting 'Error S0600' Service Error on all channels,Repair
My gateway LAN ports 2 and 3 are dead. Only 1 and 4 work,Repair
WiFi shows full bars but says 'No Internet Connection',Repair
Landline rings but caller hears dead air when I answer,Repair
Internet drops when my neighbor starts his leaf blower,Repair
My ONT has solid green POWER and PON but red LOS,Repair
TV guide is missing 6 hours of data every afternoon,Repair
Getting 'XRE-03059' Cannot Connect to Platform,Repair
"My speeds are 100 Mbps down, 0 Mbps up consistently",Repair
Internet cuts out when the elevator runs in my building,Repair
Phone line has clicking and I can hear radio faintly,Repair
The aerial line to my house is hanging by one strand,Repair
My DVR recordings are pixelated but live TV is fine,Repair
Internet works on 5G but not on LTE at my house,Repair
Getting 'RDK-10001' Platform Initialization Error daily,Repair
My landline can call out but all incoming go to voicemail,Repair
Tech replaced my tap but now my speeds are worse,Repair
WiFi 6 device won’t connect but WiFi 5 devices work,Repair
Internet latency to game servers is 300ms after 6pm,Repair
My phone line has a permanent busy signal,Repair
Cable box reboots when I change to channel 802,Repair
Internet drops when I turn on my space heater,Repair
Getting 'Error Code: WPC-1005' on wireless cable boxes,Repair
My gateway says 'Provisioning' for 3 hours after reboot,Repair
TV has audio description on all channels and won’t turn off,Repair
Internet slows to 2 Mbps when my son streams Twitch,Repair
Landline gets crosstalk from another customer,Repair
My service was buried 2 inches deep. Lawn mower cut it,Repair
WiFi calling drops when I leave my office room,Repair
Getting 'CM DS Lock' fail in modem diagnostics,Repair
Internet cuts out when FedEx truck parks outside,Repair
My cable box HDMI handshake fails with new TV,Repair
Service drops when it’s over 100 degrees outside,Repair
Getting 'XRE-10006' after every power flicker,Repair
My upload is capped at 5 Mbps on gig plan,Repair
Internet works on browser but not on apps,Repair
Phone line has loud pop every 30 seconds,Repair
My gateway WAN light blinks orange continuously,Repair
TV channels 1000+ work but below 1000 are black,Repair
Internet drops when I use my Instant Pot,Repair
Getting 'RDK-03033' Network Problem on 1 of 3 boxes,Repair
My service was working until you 'optimized' my node,Repair
WiFi devices get APIPA 169.254 address from your router,Repair
Landline can’t dial 911. Get fast busy,Repair
My speeds are 50 Mbps hardwired on gig service,Repair
Can I get 3 Gig fiber with 3 Gig upload,Sales
Do you offer free Amazon Prime with 1 Gig internet,Sales
I want to add a line and get $800 off any phone,Sales
Can I get the $25 internet for low income,Sales
Do you have a BYOD credit for 5 lines switching,Sales
I want to sign up but need same-day install today,Sales
Can I get a /27 static IP block for my business,Sales
Do you offer no-credit-check internet plans,Sales
I want to bundle mobile and get a free tablet,Sales
Can I get the business fiber with residential SLA,Sales
"Do you have internet for short-term rental, 3 months",Sales
I want to port 2 numbers and get $400 per line,Sales
Can I get the 5 Gig plan with WiFi 7 beacon included,Sales
Do you offer internet for my church livestream,Sales
I want to add Hulu + Live TV through you,Sales
Can I get a data-only eSIM for my iPad,Sales
Do you have a senior plan with free install,Sales
I want to sign up but keep my existing @comcast.net email,Sales
Can I get the $40 internet if I bundle with mobile,Sales
Do you offer static IP for residential in 30301,Sales
I want to buy 2 mesh nodes at signup,Sales
Can I get the win-back deal if I left 6 months ago,Sales
Do you have a plan with Paramount+ included,Sales
I want to add international calling to Philippines,Sales
Can I get the $0 phone deal with trade-in and port,Sales
Your 1 Gig is $30 more than Quantum Fiber. Match it,Retention
I’ve had 8 outages this year. Credit $200 or I cancel,Retention
Your price lock was fake. Rates increased 3 times,Retention
I’m moving but keeping you if you waive install at new place,Retention
Give me the $50 internet plan or I’m going to Verizon 5G,Retention
Your loyalty dept is a joke. $3 credit after 10 years,Retention
Cancel my account. Starlink dish arrives tomorrow,Retention
I was promised $150 for the outage. Not on my bill,Retention
Your tech damaged my wall. Fix it or I’m gone,Retention
Final offer: $70 for 1 Gig or disconnect now,Retention
Take the $25 of junk fees off or I return everything,Retention
I don’t want to haggle yearly. Give me a real price,Retention
Your 'valued customer' rate is higher than new customers,Retention
I’m paying for 500 Mbps and getting 60. Cut price or I leave,Retention
Give me the new customer gift card or I cancel and rejoin,Retention
I want to cancel my disconnect. My sale fell through,Order Management
Change my phone storage from 128GB to 256GB,Order Management
I received a used gateway. I paid for new,Order Management
Add a battery backup to my fiber order for Thursday,Order Management
Can you rush my replacement cable box. No TV for kids,Order Management
My order is 'Pending Facilities'. What does that mean,Order Management
I need to reschedule burial. Sprinkler guy cut flag,Order Management
Cancel the home security add-on. Keep internet,Order Management
The agent added a phone line I didn’t ask for,Order Management
Can you confirm my install is 1pm-5pm not morning,Order Management
My bill has 'Advance Monthly Charge' but I’m prepaid,Billing
Can you remove the $40 'Service Change' for removing a feature,Billing
I’m getting billed for 'TV Equipment' on internet-only account,Billing
Why is there a $9 'Federal Telecom Fee' and 'FUSF',Billing
My bill shows a $0 balance but collections called me,Billing
Please delete the $35 'Reconnection Fee'. I was never off,Billing
I need my bill with property tax ID for rental,Billing
Why did my 'Promotional Rate' end 3 months early,Billing
My bill has a $20 'Network Access Fee' per device,Billing
Can you apply my $200 reward to the past due only,Billing
I’m getting charged $15 for 'Advanced Voice' I don’t have,Billing
Please reverse the $50 'NSF Fee'. Check cleared next day,Billing
My bill says I have 'Unlimited Data' but shows overage fee,Billing
Can you stop the $12 'Equipment Upgrade Fee' monthly,Billing
I’m getting a $6 'Regulatory Recovery' on every service line,Billing
Why is there a $30 'Service Transfer' to same building,Billing
My bill has a $0 'Internet' but $95 total,Billing
Can you waive the $25 'Account Reactivation' for military,Billing
I need a zero balance receipt for my employer,Billing
Why did my 'Bundle Discount' disappear after outage credit,Billing
My bill shows $400 'Security Deposit' after 3 years service,Billing
Can you remove the $18 'Voice Network Fee' from data plan,Billing
I’m getting charged for 'WiFi Complete' pods I returned,Billing
Please delete the $70 'Failed Trip Charge'. I was home,Billing
My bill has a $10 'Network Management Fee' new this month,Billing
Can you stop the $5 'Auto Pay Fee' for using credit card,Billing
I’m getting a $2 'Paper Statement' and I’m paperless,Billing
Why is there a $60 'Early Termination' on no-contract plan,Billing
My bill says 'Includes $80 Discount' but I’m up $10,Billing
Can you apply my $300 gift card to next 3 bills evenly,Billing
My bill has a $25 'Service Order Fee' for changing my own password,Billing
Can you remove the $45 'Truck Roll' when the issue was your headend,Billing
I’m getting billed for 'Showtime' but I cancelled during free trial,Billing
Why is there a $11 'Local Franchise Fee' and 'State Franchise Fee',Billing
My bill shows a $0 payment but $150 was debited from my checking,Billing
Please delete the $55 'Reactivation' when I was on seasonal hold,Billing
"I need my bill with company name for IRS, not my name",Billing
Why did my 'New Customer Promo' fall off after 6 months not 12,Billing
My bill has a $30 'Network Recovery Fee' per service,Billing
Can you apply my $120 credit to the equipment installment first,Billing
I’m getting charged $18 for 'WiFi Pro' I declined in store,Billing
Please reverse the $65 'No Show Fee'. Tech came wrong day,Billing
My bill says I have 'Contract' but I’m prepaid no-contract,Billing
Can you stop the $14 'Voice Mail to Text' I never enabled,Billing
I’m getting a $7 'Regulatory Cost' on every single line,Billing
Why is there a $35 'Service Transfer' within same zip code,Billing
My bill has a $0 'Gigabit Service' but $130 total,Billing
Can you waive the $20 'Account Update Fee' for address change,Billing
I need a final bill showing refund amount for probate court,Billing
Why did my 'Bundle Savings' drop $15 when I added mobile,Billing
My bill shows $500 'Equipment Deposit' after 4 years loyalty,Billing
Can you remove the $22 'Network Access' from data-only plan,Billing
I’m getting charged for 'Home Security' with no equipment,Billing
Please delete the $50 'Service Change' for downgrade,Billing
My bill has a $9 'Internet Infrastructure Fee' monthly,Billing
Can you stop the $8 'Pay by Text Fee' I didn’t use,Billing
I’m getting a $4 'Paper Bill' and I’m on e-bill,Billing
Why is there a $80 'Early Term' on month-to-month account,Billing
My bill says 'Includes $100 Credit' but balance went up,Billing
Can you apply my $400 gift card to erase past due only,Billing
I’m getting charged $25 for 'WiFi Extender' I own myself,Billing
Please remove the $60 'Failed Install' when no one showed,Billing
My bill has a $15 'Network Management' new this month,Billing
Can you stop the $6 'Auto Pay Credit Card Fee',Billing
I’m getting a $3 'Statement Fee' and I’m paperless,Billing
Why is there a $70 'Termination' on transferred service,Billing
My bill says 'Includes $90 Promo' but I’m paying more,Billing
Can you apply my $350 reward to next 6 bills,Billing
I’m getting charged $30 for 'Voice Remote' I didn’t order,Billing
Please delete the $85 'Construction' when drop was existing,Billing
My bill has a $20 'Service Adjustment' charge not credit,Billing
Can you stop the $10 'Account Maintenance Fee',Billing
I’m getting a $5 'Broadcast TV' on internet-only plan,Billing
Why is there a $40 'Upgrade Fee' for same speed,Billing
My bill shows a credit but can’t use for accessories,Billing
Can you waive the $15 'Payment Processing' for ACH,Billing
"I need my bill with apartment number, not just street",Billing
Why did my 'Taxes and Fees' increase $11 no plan change,Billing
My bill has $600 'Unreturned Equipment' for active gateway,Billing
Can you remove the $28 'Service Protection' I cancelled 3 times,Billing
I’m getting charged $16 for 'Premium Support' monthly,Billing
Please delete the $95 'Professional Install' for self-install kit,Billing
My bill shows $0 'Phone' but $20 in phone taxes,Billing
Can you stop the $12 'Lease Fee' on customer-owned modem,Billing
I’m getting a $7 'Franchise Cost Recovery' and 'Franchise Fee',Billing
Why is there a $50 'Reconnection' when I paid before due date,Billing
My bill has a $0 balance but late notice arrived today,Billing
Can you apply my $250 Visa card to equipment balance,Billing
I’m getting charged $35 for 'Field Service' during outage,Billing
Please remove the $18 'Tech Visit' when problem was upstream,Billing
Internet works but my VPN to work drops every 5 minutes,Repair
Getting 'RDK-03088' Acquisition Failure on all X1 boxes,Repair
My landline has dial tone but can’t hear callers,Repair
Cable box shows 'Configuring' for 45 minutes on boot,Repair
Internet speed is 950 Mbps but page loads take 20 seconds,Repair
Tech said my upstream SNR is 25 dB. Needs fixed,Repair
Getting 'Error S0900' Service Unavailable on premiums,Repair
My gateway LAN port 1 negotiates 100 Mbps not 1 Gig,Repair
WiFi shows connected but no IP address assigned,Repair
Landline rings but fast busy when answered,Repair
Internet drops when my Tesla starts charging,Repair
"My ONT has green PON, green ALARM, red FAIL",Repair
TV guide shows 'To Be Announced' on all channels,Repair
Getting 'XRE-03060' Cannot Connect to Platform,Repair
"My speeds are 5 Mbps down, 400 Mbps up",Repair
Internet cuts out when my sump pump runs,Repair
Phone line has DTMF tones but won’t dial,Repair
The pedestal in my yard is open and full of water,Repair
My DVR plays recordings with green lines and artifacts,Repair
Internet works on Starlink but not on yours at same location,Repair
Getting 'RDK-10002' Platform Error every morning 3am,Repair
My landline can receive calls but not make them,Repair
Tech replaced my drop but used flooded coax,Repair
WiFi 6E device connects then drops every 2 minutes,Repair
"Internet latency to Cloudflare is 180ms, should be 15ms",Repair
My phone line has constant white noise like ocean,Repair
Cable box reboots when I press Guide button,Repair
Internet drops when I use my blender,Repair
Getting 'Error Code: WPE-1001' on wireless boxes,Repair
My gateway says 'Online' but TR-069 is failing,Repair
"TV has SAP audio on all channels, can’t disable",Repair
Internet slows to 3 Mbps when it’s humid outside,Repair
Landline gets disconnected when someone picks up upstairs,Repair
My service was fine until you changed my OFDM channel,Repair
WiFi calling SMS works but MMS fails,Repair
Getting 'CM T3 Timeout' every hour in logs,Repair
Internet cuts out when Amazon truck uses lift gate,Repair
My cable box CEC turns TV off randomly,Repair
Service drops when wind hits 20 mph,Repair
Getting 'XRE-10007' after every storm,Repair
My upload is 2 Mbps on 2 Gig plan,Repair
"Internet works on IPv6 sites only, IPv4 timeout",Repair
Phone line has no dial tone but DSL works,Repair
My gateway WAN light flashes red/white,Repair
"TV channels 500-599 are black, others fine",Repair
Internet drops when I run my CNC machine,Repair
Getting 'RDK-03089' Network Error on 2 of 4 boxes,Repair
My service was working until you 'balanced' the node,Repair
WiFi devices get 192.168.100.x from modem not router,Repair
"Landline can’t call local numbers, only long distance",Repair
My speeds are 40 Mbps on wired Gig connection,Repair
Can I get 8 Gig fiber with 8 Gig upload,Sales
Do you offer free Disney Bundle with 2 Gig internet,Sales
I want to add a line and get $1000 off any phone,Sales
Can I get the $20 ACP plan with 200 Mbps,Sales
Do you have a BYOD rebate for 6 lines switching,Sales
I want to sign up but need weekend install,Sales
Can I get a /26 static IP block for my business,Sales
Do you offer no-deposit internet with bad credit,Sales
I want to bundle mobile and get 2 free phones,Sales
Can I get the business fiber with residential pricing,Sales
"Do you have internet for vacation home, pause anytime",Sales
I want to port 4 numbers and get $300 per line,Sales
Can I get the 8 Gig plan with WiFi 7 pro router,Sales
Do you offer internet for my bar with public WiFi,Sales
I want to add Max and Discovery+ through you,Sales
Can I get a data-only line for my laptop,Sales
Do you have a senior plan with free equipment,Sales
I want to sign up but keep my @verizon.net email,Sales
Can I get the $35 internet if I add mobile,Sales
Do you offer static IP for residential in 60601,Sales
I want to buy 3 mesh beacons at signup,Sales
Can I get the win-back offer if I left 4 months ago,Sales
Do you have a plan with Apple TV+ included,Sales
I want to add international calling to India,Sales
Can I get the $0 tablet deal with new line,Sales
Your 5 Gig is $50 more than Frontier. Match it,Retention
I’ve had 10 outages this year. Credit $300 or I cancel,Retention
Your lifetime price guarantee was marketing. Cancel me,Retention
I’m moving but staying if you waive $200 install,Retention
Give me the $40 internet plan or I’m going to T-Mobile 5G,Retention
Your loyalty credit is $5 after 12 years. Bye,Retention
Cancel my account. Fixed wireless installed today,Retention
I was promised $200 for the outage. Not credited,Retention
Your tech broke my drywall. Repair it or I leave,Retention
Final offer: $65 for 2 Gig or disconnect,Retention
Take the $30 of fees off or I return all equipment,Retention
I don’t want to call yearly to beg. Set fair price,Retention
Your 'new customer' rate is $60 less than mine,Retention
I’m paying for 2 Gig and getting 400. Fix bill or I leave,Retention
Give me the comeback gift card now or I stay gone,Retention
I want to cancel my cancel. Service got better,Order Management
Change my phone from 512GB to 1TB,Order Management
I received a refurb gateway. I paid for new,Order Management
Add a whole-home battery backup to my order,Order Management
Can you overnight my replacement voice remote,Order Management
My order is 'Pending Survey'. How long does that take,Order Management
I need to reschedule aerial drop. Tree trimmer coming,Order Management
Cancel the streaming TV add-on. Keep gig internet,Order Management
The agent added home phone I didn’t request,Order Management
Can you confirm my tech visit is 12pm-4pm,Order Management
My bill has 'Advance Payment' but I’m on monthly billing,Billing
Can you remove the $50 'Order Change' for removing TV,Billing
I’m getting billed for 'Home Phone Connect' with no device,Billing
Why is there a $13 'State Universal Service' and 'FUSF',Billing
My bill shows a $0 payment but $175 drafted from bank,Billing
Please delete the $65 'Reactivation' when I was paused,Billing
"I need my bill with DBA and tax ID, not personal info",Billing
Why did my 'Intro Rate' end month 9 not 12,Billing
My bill has a $35 'Network Upgrade Fee' per service,Billing
Can you apply my $180 credit to equipment payoff,Billing
